product_id,name,manufacturer,vga_type,width_mm,height_mm,depth_mm,display_type,battery_capacity,laptop_camera,ram_slots,cpu_model,ram_speed,cpu_cores,laptop_tam_nen_man_hinh,root_price,cpu_max_speed,refresh_rate,cpu_threads,cpu_speed,vga_vram
101117,Laptop HP 15-FD0305TU A2NL6PA,hp,card tích hợp,359.8,236.0,18.6,"Độ phủ màu 45% NTSC, 62.5% sRGB<br>Độ sáng 250 nit",41.0,hd,,1315U,3200.0,6.0,,12490000.0,4.5,,8.0,,
97550,Laptop HP Envy X360 2IN1 14-FC0086TU A19BWPA,hp,card tích hợp,313.4,218.9,16.9,,59.16,full hd,0.0,155U,6400.0,12.0,Tấm nền Oled,35290000.0,4.8,120.0,,,
75932,Laptop ASUS TUF Gaming A15 FA507NV-LP061W,asus,card rời,354.0,251.0,22.4,"Độ sáng 250nits <br> Độ phủ màu: NTSC 72%, SRGB 62.50%, Adobe 75.35% <br> Màn hình chống chói <br> G-Sync",90.0,hd,2.0,7735HS,4800.0,8.0,Tấm nền IPS,31990000.0,4.7,144.0,16.0,,
100323,Laptop ASUS ROG Strix G16 G614JU-N3480W,asus,card rời,354.0,264.0,22.6,Thời gian phản hồi 7ms<br>Độ sáng 250nits<br>Độ phủ màu SRGB 100%<br>Màn hình chống chói<br>G-Sync<br>Dolby Vision HDR<br>ROG intelligent cooling,90.0,hd,2.0,13450HX,4800.0,10.0,Tấm nền IPS,37990000.0,4.6,165.0,,2.4,6.0
102613,Laptop MSI Katana 15 B13VEK-2256VN V2,msi,card rời,359.0,259.0,24.9,Độ phủ màu 45% NTSC<br>Màn hình chống chói,53.5,hd,2.0,13620H,5200.0,,Tấm nền IPS,29990000.0,,144.0,,,6.0
79547,Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001NVN,lenovo,card tích hợp,312.0,221.0,16.9,Độ sáng 400nits <br> Độ phủ màu 100% DCI-P3 <br>DisplayHDR True Black 500,57.0,full hd,0.0,125H,7467.0,14.0,Tấm nền Oled,21990000.0,4.5,60.0,18.0,,
100858,Laptop ASUS Vivobook 14 A1407CA-LY008WS,asus,card tích hợp,315.2,223.4,17.9,Độ sáng 400nits<br>Độ phủ màu 100% sRGB <br>Màn hình chống chói,42.0,full hd,,225H,,14.0,Tấm nền IPS,22490000.0,4.9,60.0,16.0,1.7,
94092,MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 1TB,apple,card tích hợp,312.6,221.2,15.5,"Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone<br> Hỗ trợ tối đa hai màn hình ngoài",72.4,full hd,0.0,,8533.0,14.0,,59990000.0,,120.0,,,
94372,Laptop Dell Inspiron 15 3530 N5I7240W1,dell,card tích hợp,358.5,235.6,19.0,Độ phủ màu 45% NTSC<br> Độ sáng 250 nits<br> Màn hình chống chói<br> LED Backlit Narrow Border Display,4.0,hd,2.0,1355U,2666.0,,Tấm nền WVA,21990000.0,5.0,120.0,,1.2,
94087,MacBook Pro 14 M4 10CPU 10GPU 16GB 1TB,apple,card tích hợp,312.6,221.2,15.5,"Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone<br> Hỗ trợ tối đa hai màn hình ngoài",72.4,full hd,0.0,,7500.0,10.0,,44990000.0,,120.0,,,
71867,Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-573X,acer,card tích hợp,318.2,225.5,18.0,Acer ComfyView,50.0,full hd,0.0,1335U,5200.0,,Tấm nền IPS,20990000.0,4.6,60.0,,1.3,
85819,Laptop Lenovo IdeaPad Slim 3 15 ABR8 82XM00EJVN,lenovo,card tích hợp,359.3,235.0,17.9,Độ sáng 300 nits <br> Màn hình chống chói,47.0,hd,,7430U,3200.0,6.0,Tấm nền IPS,14390000.0,4.3,,12.0,2.3,
82009,Laptop ASUS VivoBook S 14 OLED S5406MA-PP136W,asus,card tích hợp,310.5,221.9,13.9,Độ sáng tối đa 600nits HDR<br>Gam màu 100% DCI-P3<br>Tỷ lệ tương phản 1.000.000:1<br>Ánh sáng xanh ít gây hại hơn 70%<br>1.07 tỷ màu,75.0,full hd,0.0,125H,,14.0,Tấm nền Oled,26990000.0,4.5,120.0,18.0,1.2,
100870,Laptop ASUS Zenbook 14 UX3405CA-PZ187WS,asus,card tích hợp,312.4,220.1,14.9,Thời gian phản hồi 0.2ms <br>Độ sáng 400nits<br>Độ sáng tối đa 500nits HDR<br>Độ phủ màu 100% DCI-P3 <br>Gamut mapping<br>HDR True Black 500<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại<br>TÜV Rheinland-certified<br>Màn hình chăm sóc mắt SGS,75.0,full hd,0.0,225H,,14.0,Tấm nền Oled,31990000.0,4.9,120.0,16.0,1.7,
88686,Laptop Lenovo Ideapad Slim 5 14IMH9 83DA006UVN,lenovo,card tích hợp,312.0,221.0,16.9,Độ sáng 400nits <br>Độ phủ màu 100% DCI-P3 <br> Display HDR True Black 500,57.0,full hd,0.0,155H,7467.0,16.0,Tấm nền Oled,26590000.0,4.8,,22.0,,
72034,Laptop Dell Vostro 3520 F0V0V,dell,card tích hợp,358.5,235.6,22.5,,41.0,hd,,1235U,,,Tấm nền IPS,13990000.0,,120.0,,,
78119,MacBook Air M3 15 inch 2024 8GB - 512GB,apple,card tích hợp,,,,True Tone,,full hd,0.0,,6400.0,8.0,,33990000.0,,,,,
100670,Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1000GVN,lenovo,card tích hợp,343.4,239.5,16.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,60.0,hd,2.0,13420H,4800.0,8.0,Tấm nền IPS,17490000.0,4.6,60.0,12.0,2.1,
57538,Laptop HP Pavilion 15-EG2083TU 7C0W9PA,hp,card tích hợp,360.2,234.0,17.9,"15.6"" ( 1920 x 1080 ) Full HD, IPS",41.0,hd,2.0,1240P,3200.0,,Tấm nền IPS,19790000.0,,,,,
98805,Laptop Lenovo IdeaPad Flex 5 14ABR8 82XX00DLVN,lenovo,card rời,313.1,224.9,17.8,Độ sáng 300nits <br>Độ phủ màu 45% NTSC <br> TÜV Low Blue Light,52.5,full hd,0.0,7730U,8448.0,8.0,Tấm nền IPS,18990000.0,4.5,60.0,16.0,2.0,
71761,MacBook Pro 14 M3 Max 36GB - 1TB,apple,card tích hợp,312.6,221.2,15.5,Độ sáng XDR: 1000 nit liên tục ở chế độ toàn màn hình<br>Độ sáng đỉnh 1600 nit (chỉ nội dung HDR)<br>True Tone<br>ProMotion,72.4,full hd,0.0,,6400.0,14.0,,79990000.0,,120.0,,,
79806,Laptop ASUS Zenbook DUO UX8406MA-PZ142W,asus,card tích hợp,313.5,217.9,14.6,Thời gian phản hồi 0.2ms<br> Độ sáng tối đa HDR 500nits <br> Gam màu 100% DCI-P3<br>Display HDR True Black 500<br>1.07 tỷ màu<br>Giảm ánh sáng xanh 70%,75.0,full hd,0.0,185H,,16.0,Tấm nền Oled,59990000.0,5.1,120.0,22.0,2.3,
95793,Laptop ASUS Vivobook 14 X1404VA-NK394W,asus,card tích hợp,324.9,213.9,17.9,Độ sáng 250nits<br>Độ phủ màu 45% NTSC <br>Màn hình chống chói<br>TÜV Rheinland-certified,42.0,hd,,1315U,,6.0,Tấm nền IPS,12690000.0,4.5,60.0,8.0,1.2,
102127,Laptop Dell Inspiron 15 3530 N3530,hp,card tích hợp,358.5,235.6,17.0,Màn hình chống chói,3.0,hd,2.0,1334U,2666.0,,Tấm nền WVA,19290000.0,4.6,120.0,,,
94868,Laptop Dell Vostro 3530 2H1TPI7,dell,card tích hợp,35.8,23.5,1.7,Góc nhìn rộng (WVA)<br> Độ phủ màu NTSC 45%<br> Màn hình chống chói,41.0,hd,2.0,1355U,2666.0,10.0,,20990000.0,5.0,120.0,12.0,1.2,
71191,Laptop Lenovo Yoga Slim 6 14IRH8 83E00008VN,lenovo,card tích hợp,312.0,221.0,14.9,Độ sáng 400nits<br>Độ phủ màu 100% DCI-P3<br>Eyesafe<br>Dolby Vision<br>DisplayHDR True Black 500,65.0,full hd,0.0,13700H,5200.0,14.0,Tấm nền Oled,26890000.0,5.0,60.0,20.0,2.4,
100344,Laptop Lenovo IdeaPad Slim 3 14IRH10 83K00009VN,lenovo,card tích hợp,314.4,222.1,16.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,60.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,20490000.0,4.9,,16.0,2.4,
101111,Laptop MSI Katana 15 B13UDXK-2269VN V2,msi,card rời,359.0,259.0,24.9,Màn hình chống chói,,hd,2.0,13620H,5200.0,10.0,Tấm nền IPS,25990000.0,4.9,144.0,,2.4,6.0
96185,Laptop ASUS Vivobook S14 OLED S5406SA-PP060WS,asus,card tích hợp,310.5,221.9,13.9,Giảm 70% ánh sáng xanh có hại<br>1.07 tỷ màu<br>Display HDR True Black 600<br>Gamut mapping<br>Độ phủ màu 100% DCI-P3<br>Độ sáng tối đa 600nits HDR,75.0,full hd,0.0,226V,,8.0,Tấm nền Oled,28990000.0,4.5,120.0,8.0,2.1,
87883,Laptop Lenovo ThinkBook 14 G6 ABP 21KJ005HVN,lenovo,card rời,313.5,224.0,16.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,45.0,full hd,2.0,7730U,3200.0,8.0,Tấm nền IPS,21990000.0,4.5,,16.0,2.0,
100424,Laptop Lenovo IdeaPad Slim 3 15IRH10 83K1000JVN,lenovo,card tích hợp,343.4,239.5,16.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,60.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,19490000.0,4.9,60.0,16.0,2.4,
101861,MacBook Air M4 15 inch 2025 10CPU 10GPU 24GB 512GB,apple,card tích hợp,340.4,237.6,11.5,Màn hình Liquid Retina<br>Có đèn nền LED<br>Mật độ 224 pixel mỗi inch<br>Độ sáng 500 nit<br>Hỗ trợ một tỷ màu<br>Dải màu rộng (P3)<br>Công nghệ True Tone,66.5,full hd,0.0,,7500.0,10.0,Tấm nền IPS,41990000.0,,,,,120.0
93365,Laptop ASUS ExpertBook P5 P5405CSA-NZ0016W,asus,card tích hợp,312.0,223.2,14.9,Độ sáng 400nits<br>Màn hình chống chói<br>Độ phủ màu sRGB: 100%<br>Góc nhìn 178/178<br>,63.0,full hd,0.0,226V,,8.0,Tấm nền WVA,27990000.0,4.5,144.0,8.0,1.6,
71869,Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-78JH,acer,card tích hợp,318.2,225.5,18.0,Màn hình LCD TFT có đèn nền LED Acer ComfyView hỗ trợ giải pháp cảm ứng đa điểm và bút AES<br> Độ sáng 250nits<br> Độ phủ màu 45% NTSC,50.0,full hd,0.0,1355U,5200.0,,Tấm nền IPS,19990000.0,5.0,60.0,,3.7,
97066,MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 1TB Nano,apple,card tích hợp,312.6,221.2,15.5,"Màn hình Nano-texture<br>Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone",72.4,full hd,0.0,,8533.0,14.0,,63790000.0,,120.0,,,
98621,Mac mini M4 2024 10CPU 10GPU 32GB 512GB,apple,card tích hợp,127.0,127.0,50.0,Hỗ trợ đồng thời đến ba màn hình<br>Đầu ra video kỹ thuật số Thunderbolt 4,0.0,,0.0,,7500.0,10.0,,29990000.0,,,,,
77528,Laptop MSI Cyborg 15 A12UCX-618VN,msi,card rời,359.0,250.0,21.9,Tần số quét 144 Hz<br>Tấm nềnI PS<br>Độ sáng 250 nits<br>Độ phủ màu 45% NTSC,53.5,hd,2.0,12450H,,8.0,Tấm nền IPS,19990000.0,4.4,144.0,12.0,2.0,4.0
63017,Laptop MSI Modern 15 B13M-438VN,msi,card tích hợp,359.0,241.0,19.9,Công nghệ màn hình FHD<br> Độ sáng 300 nits<br> Độ phủ màu 45% NTSC,65.0,hd,1.0,1335U,3200.0,10.0,Tấm nền IPS,18490000.0,4.6,60.0,12.0,,
95825,Laptop ASUS TUF Gaming F16 FX607JV-N3199W,asus,card rời,355.0,252.0,22.1,"Độ sáng 250 nits<br>Màn hình chống chói<br>Độ phủ màu NTSC 72.00%, SRGB 100.00%, Adobe 75.35%<br>G-Sync",90.0,hd,2.0,13650HX,4800.0,14.0,Tấm nền IPS,32990000.0,4.9,165.0,,2.6,8.0
93558,Laptop Dell Latitude 5550 71047019,dell,card tích hợp,35.7,23.3,20.8,Độ sáng 250 nit<br>Độ phủ màu 45% NTSC,54.0,full hd,2.0,165U,2800.0,12.0,Tấm nền IPS,32490000.0,4.9,60.0,14.0,,
88363,Laptop MSI Gaming Thin 15 B13UC-2081VN,msi,card rời,359.0,254.0,21.7,,52.4,hd,2.0,13420H,320.0,,Tấm nền IPS,21990000.0,,144.0,,,4.0
76749,Laptop Lenovo Yoga Slim 6 14IRH8 83E0000VVN,lenovo,card tích hợp,312.0,221.0,14.9,Độ sáng 400 nits <br> Độ phủ màu 100% DCI-P3<br> Eyesafe<br> Dolby Vision<br> DisplayHDR True Black 500,65.0,full hd,0.0,13700H,5200.0,14.0,Tấm nền Oled,24990000.0,5.0,60.0,20.0,2.4,
94799,Laptop Lenovo ThinkPad E16 GEN 1 21JN00GLVN,lenovo,card tích hợp,356.1,247.7,19.8,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,47.0,full hd,2.0,13420H,3200.0,8.0,Tấm nền IPS,21990000.0,4.6,,12.0,2.1,
55045,Laptop MSI Modern 14 C12M-241VN,msi,card tích hợp,320.0,223.0,19.5,Tấm nền IPS <br> Độ phân giải Full HD,39.0,hd,,1255U,3200.0,10.0,Tấm nền IPS,19990000.0,4.7,60.0,12.0,,
100417,Laptop Lenovo IdeaPad Slim 3 15ABR8 82XM00MCVN,lenovo,card rời,359.3,235.0,17.9,Màn hình chống chói,47.0,hd,1.0,5825U,3200.0,8.0,Tấm nền IPS,16490000.0,4.5,,16.0,2.0,
94094,MacBook Pro 16 M4 Pro 14CPU 20GPU 24GB 512GB,apple,card tích hợp,355.7,248.1,16.8,"Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone<br> Hỗ trợ tối đa 2 màn hình ngoài",100.0,full hd,0.0,,8533.0,14.0,,64990000.0,,120.0,,,
102313,Laptop ASUS Vivobook S 14 FLIP TP3402VA-LZ632W,asus,card tích hợp,313.2,227.6,18.9,Độ sáng 300nits<br>Độ phủ màu 45% NTSC <br>TÜV Rheinland-certified<br>With stylus support,50.0,full hd,2.0,13420H,,8.0,Tấm nền IPS,20990000.0,4.6,60.0,12.0,2.1,
101105,Laptop HP Pavilion 15-EG3094TU 8C5L5PA V2,hp,card tích hợp,360.2,234.0,17.9,Độ phủ màu 45% NTSC <br> Màn hình chống chói <br> Độ sáng 250 nits,41.0,hd,2.0,1335U,3200.0,10.0,Tấm nền IPS,19990000.0,4.6,60.0,12.0,1.3,
78395,Laptop Gigabyte G5 MF5-52VN383SH,gigabyte,card rời,360.0,238.0,227.0,,54.0,hd,2.0,13500H,4800.0,12.0,,25790000.0,4.7,144.0,16.0,,6.0
92491,Laptop MSI Prestige 14 AI Studio C1UDXG-058VN,msi,card rời,313.4,246.5,18.9,Màn hình chống chói<br>Độ phủ màu 100%sRGB,90.0,full hd,2.0,155H,5600.0,16.0,Tấm nền IPS,30990000.0,4.8,144.0,,,6.0
100868,Laptop ASUS Zenbook 14 UX3405CA-PZ368WS,asus,card tích hợp,312.4,220.1,14.9,Thời gian phản hồi 0.2ms <br>Độ sáng 400nits<br>Độ sáng tối đa 500nits HDR<br>Độ phủ màu 100% DCI-P3 <br>Gamut mapping<br>HDR True Black 500<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại<br>TÜV Rheinland-certified<br>Màn hình chăm sóc mắt SGS,75.0,full hd,0.0,255H,,16.0,Tấm nền Oled,34990000.0,5.1,120.0,16.0,2.0,
97521,Laptop ASUS ROG Strix G16 G614JV-N4369W,asus,card rời,354.0,264.0,22.6,Thời gian phản hồi 3ms<br>Độ sáng 500nits<br>Độ phủ màu DCI-P3 100%<br>Màn hình chống chói <br>G-Sync<br>ROG Nebula Display<br>Dolby Vision HDR<br>ROG intelligent cooling,90.0,hd,2.0,13650HX,4800.0,14.0,Tấm nền IPS,42990000.0,4.9,240.0,,2.6,8.0
86689,Laptop Lenovo V14 G4 IRU 83A000BGVN,lenovo,card tích hợp,324.2,215.2,19.9,Độ sáng 350 nits <br> Màn hình chống chói <br> Độ phủ màu 45% NTSC,38.0,hd,2.0,13420H,3200.0,8.0,Tấm nền IPS,14590000.0,4.6,,12.0,2.1,
102621,Laptop ASUS Zenbook S 16 UM5606KA-RK113WS,asus,card rời,353.6,243.0,11.9,Thời gian phản hồi 0.2ms<br> Độ sáng 400nits<br> Độ sáng tối đa 500nits HDR<br> Độ phủ màu 100% DCI-P3 <br> HDR True Black 500<br> 1.07 tỷ màu<br> Giảm 70% ánh sáng xanh có hại<br> TÜV Rheinland-certified<br> SGS Eye Care Display,78.0,full hd,0.0,350,,8.0,Tấm nền Oled,42990000.0,5.0,120.0,16.0,2.0,
95823,Laptop ASUS TUF Gaming F16 FX607JU-N3139W,asus,card rời,355.0,252.0,22.1,"Độ sáng 250 nits<br>Màn hình chống chói<br>Độ phủ màu NTSC 72.00%, SRGB 100.00%, Adobe 75.35%<br>G-Sync",90.0,hd,2.0,13650HX,4800.0,14.0,Tấm nền IPS,30990000.0,4.9,165.0,,2.6,6.0
80289,Laptop ASUS ExpertBook B1402CVA-NK0157W,asus,card tích hợp,326.9,214.5,19.9,LED Backlit<br> Độ sáng 250nits<br> Độ phủ màu NTSC: 45%<br> Góc nhìn (H/V) 90/65<br> Thời gian phản hồi (Typ/Max) (ms) 10/20<br> Độ tương phản 500:1<br> Màn hình 16:9<br>Màn hình chống chói,42.0,hd,1.0,1355U,,10.0,Tấm nền TN,18490000.0,5.0,60.0,,1.7,
94096,MacBook Pro 16 M4 Max 14CPU 32GPU 36GB 1TB,apple,card tích hợp,355.7,248.1,16.8,"Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone<br> Hỗ trợ tối đa bốn màn hình ngoài",100.0,full hd,0.0,,8533.0,14.0,,89990000.0,,120.0,,,
100861,Laptop ASUS Vivobook 16 M1607KA-MB091WS,asus,card rời,357.0,250.6,17.9,Độ sáng 300nits<br>Độ phủ màu 45% NTSC<br>Màn hình chống chói,42.0,full hd,,350,,8.0,Tấm nền IPS,22990000.0,5.0,60.0,16.0,2.0,
92500,Laptop MSI Prestige 14 AI Studio C1VEG-056VN,msi,card rời,313.4,246.5,18.9,Màn hình chống chói<br>Độ phủ màu 100% DCI-P3<br>Độ sáng 400 nits,90.0,full hd,2.0,155H,5600.0,16.0,Tấm nền IPS,36990000.0,4.8,60.0,,,6.0
90897,Laptop MSI Prestige 14 EVO B13M-401VN,msi,card tích hợp,314.0,227.5,17.9,,72.0,full hd,0.0,13500H,4800.0,12.0,Tấm nền IPS,19990000.0,4.7,60.0,16.0,2.6,
97901,Laptop HP 15-FD1063TU 9Z2Y1PA,hp,card tích hợp,359.8,236.0,18.6,Độ sáng 300 nits<br>Độ phủ màu 62.5% sRGB,41.0,hd,,125H,2800.0,14.0,Tấm nền IPS,20990000.0,4.5,,18.0,,
90896,Laptop Dell Inspiron 15 3520 71045026,dell,card tích hợp,358.5,235.6,19.0,,,hd,2.0,1235U,2666.0,,Tấm nền WVA,16990000.0,,120.0,,,
95036,Laptop Acer Swift 14 AI SF14-51-75VP,acer,card tích hợp,312.4,221.2,9.7,"Độ phủ màu DCI-P3 100%/Adobe100%<br>Chứng nhận TÜV Rheinland Eyesafe 2.0<br> DisplayHDR True Black 500<br> Độ sáng tối đa 500nits<br> Tỷ lệ tương phản 1.000.000:1<br> Góc nhìn rộng lên đến 170 độ<br> Không chứa thủy ngân, thân thiện với môi trường",65.0,hd,0.0,258V,4266.5,8.0,Tấm nền Oled,39990000.0,4.8,90.0,8.0,3.7,
60659,Laptop ASUS TUF Gaming A15 FA507XI-LP420W,asus,card rời,354.0,251.0,22.4,"Tần số quét 144Hz <br> Độ sáng 250nits<br> Độ phủ màu 72% NTSC, 100% SRGB, 75.35% Adobe<br> Màn hình chống chói<br> G-Sync / Adaptive-Sync",90.0,hd,2.0,7940HS,4800.0,8.0,Tấm nền IPS,37990000.0,5.2,,16.0,,8.0
101288,Laptop ASUS Vivobook S 16 S5606CA-RI115WS,asus,card tích hợp,353.6,246.9,13.9,Độ sáng 400nits<br>Độ sáng tối đa 600nits HDR<br>Độ phủ màu 100% DCI-P3 <br>Gamut mapping<br>Display HDR True Black 600<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại<br>TÜV Rheinland-certified,75.0,full hd,0.0,255H,,16.0,Tấm nền Oled,35990000.0,5.1,120.0,16.0,2.0,
86695,Laptop MSI Gaming Sword 16 HX B14VFKG-460VN,msi,card rời,359.0,266.4,21.8,Độ phủ màu 100% DCI-P3,65.0,hd,2.0,14650HX,5600.0,,Tấm nền IPS,39990000.0,,240.0,,,8.0
101778,Laptop Dell Inspiron 15 3530 71053721,dell,card tích hợp,358.5,235.6,19.0,,,hd,2.0,1355U,2666.0,,Tấm nền WVA,21990000.0,,120.0,,,
94093,MacBook Pro 14 M4 Max 14CPU 32GPU 36GB 1TB,apple,card tích hợp,312.6,221.2,15.5,"Màn hình Liquid Retina XDR<br> XDR (Extreme Dynamic Range)<br> Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR)<br> 1 tỷ màu<br> Dải màu rộng (P3)<br> Công nghệ True Tone<br> Hỗ trợ tối đa bốn màn hình ngoài",72.4,full hd,0.0,Max,8533.0,14.0,,79990000.0,,120.0,,,
88240,Laptop ASUS Vivobook S 14 OLED S5406MA-PP198WS,asus,card tích hợp,310.5,221.9,13.9,Độ sáng 400nits<br> Độ sáng tối đa 600nits HDR<br> Độ phủ màu 100% DCI-P3<br> VESA CERTIFIED Display HDR True Black 600<br> 1.07 tỷ màu<br> Ánh sáng xanh ít gây hại hơn 70%,75.0,full hd,0.0,155H,,16.0,Tấm nền Oled,29990000.0,4.8,120.0,22.0,1.4,
102125,Laptop Lenovo IdeaPad Slim 3 16IRH10 83K20004VN,lenovo,card tích hợp,360.0,251.0,16.9,Độ sáng 300nits <br>Độ phủ màu 45% NTSC<br>Màn hình chống chói,60.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,20490000.0,4.9,60.0,16.0,2.4,
88227,Laptop ASUS Vivobook S 14 OLED S5406MA-PP046WS,asus,card tích hợp,310.5,221.9,13.9,Độ sáng 400nits<br> Độ sáng tối đa 600nits HDR<br> Độ phủ màu 100% DCI-P3<br> VESA CERTIFIED Display HDR True Black 600<br> 1.07 tỷ màu<br> Ánh sáng xanh ít gây hại hơn 70%,75.0,full hd,0.0,125H,,14.0,Tấm nền Oled,26990000.0,4.5,120.0,18.0,1.2,
98618,Mac mini M4 2024 10CPU 10GPU 24GB 1TB,apple,card tích hợp,127.0,127.0,50.0,Hỗ trợ đồng thời đến ba màn hình<br>Đầu ra video kỹ thuật số Thunderbolt 4,0.0,,0.0,,7500.0,10.0,,29990000.0,,,,,
89716,Laptop Lenovo IdeaPad Slim 5 14IMH9 83DA006TVN,lenovo,card tích hợp,312.0,221.0,16.9,Độ sáng 400nits Glossy <br>Độ phủ màu 100% DCI-P3<br> DisplayHDR True Black 500,57.0,full hd,0.0,125H,7467.0,14.0,Tấm nền Oled,23690000.0,4.5,,18.0,,
101162,Laptop ASUS Vivobook S 16 OLED M5606KA-RI016WS,asus,card rời,353.6,246.9,13.9,Độ sáng 400nits<br>Độ sáng tối đa 600nits HDR<br>Độ phủ màu 100% DCI-P3<br>Gamut mapping<br>Display HDR True Black 500<br>1.07 tỷ màu<br>Giảm 70% ánh sáng xanh có hại<br>TÜV Rheinland-certified,75.0,full hd,0.0,350,,8.0,Tấm nền Oled,30990000.0,5.0,120.0,16.0,2.0,
70402,Laptop Dell Inspiron 15 3525 4R52X,dell,card rời,358.5,235.6,17.0,Màn hình chống chói <br> Độ sáng 250 nit,41.0,hd,,5500U,1600.0,6.0,Tấm nền WVA,13990000.0,,120.0,12.0,,
81309,Laptop Acer Swift Go 14 AI SFG14-73-53X7 NX.KSLSV.001,acer,card tích hợp,312.9,217.9,14.9,,65.0,hd,0.0,125H,6400.0,14.0,Tấm nền IPS,23990000.0,4.5,120.0,18.0,3.6,
77038,Laptop ASUS TUF Gaming A15 FA507NU-LP140W,asus,card rời,359.7,232.5,17.9,"Độ sáng 250nits <br> Độ phủ màu NTSC 72%, SRGB 100%, Adobe 75.35% <br> Màn hình chống chói <br> G-Sync",90.0,hd,2.0,7535HS,4800.0,6.0,Tấm nền IPS,25990000.0,4.5,144.0,12.0,,6.0
61503,Laptop MSI Modern 14 C13M-458VN,msi,card tích hợp,320.0,223.0,19.5,"Chống chói, góc mở 180 độ",39.3,hd,,1335U,3200.0,10.0,Tấm nền IPS,17990000.0,4.6,60.0,12.0,1.3,
102317,Laptop Lenovo IdeadPad Slim 3 14IRH10 83K00007VN,lenovo,card tích hợp,314.4,222.1,16.9,Độ sáng 300nits <br>Màn hình chống chói<br>Độ phủ màu 45% NTSC,60.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,19490000.0,4.9,,16.0,2.4,
100773,Laptop Gigabyte G6 KF-9RC56KF0HJJANIVN000,gigabyte,card rời,359.5,263.8,25.1,Màn hình chống chói<br>Độ phủ màu 45% NTSC,54.0,hd,2.0,13620H,4800.0,10.0,Tấm nền IPS,30990000.0,4.9,165.0,,,8.0
93231,Laptop Dell Inspiron 15 3520 8D10NK,dell,card tích hợp,358.5,234.9,17.5,Màn hình chống chói,41.0,hd,2.0,1235U,2666.0,10.0,Tấm nền WVA,16490000.0,,120.0,,,
61866,Laptop ASUS VivoBook S 14 FLIP TP3402VA-LZ118W,asus,card tích hợp,313.2,227.6,18.9,Tần số quét 60 Hz <br> Độ sáng 300nits <br> Độ phủ màu 45% NTSC <br>TÜV Rheinland-certified,50.0,full hd,2.0,13900H,,14.0,Tấm nền IPS,26490000.0,5.4,,20.0,2.6,
71570,Laptop Dell Vostro 3520 Y4G15,dell,card rời,358.5,235.6,17.0,"Màn hình chống chói <br>Độ phủ màu 45% NTSC<br>Độ sáng 250 nits<br>AG, Flat",54.0,hd,,1255U,2666.0,10.0,Tấm nền IPS,18990000.0,4.7,120.0,12.0,1.7,2.0
